   7.07106739E-02   7.02206716E-02
  0.141421348      0.139461353    
  0.211936504      0.208019197    
  0.282451659      0.275599748    
  0.352771819      0.342013478    
  0.422897577      0.407263547    
  0.492829412      0.471353203    
  0.562567890      0.534285665    
  0.632113516      0.596064091    
  0.701466858      0.656691670    
  0.770628393      0.716171563    
  0.839598715      0.774507046    
  0.908378303      0.831701219    
  0.976967692      0.887757242    
   1.04536748      0.942678273    
   1.11357808      0.996467412    
   1.18160009       1.04912782    
   1.24943399       1.10066259    
   1.31708038       1.15107489    
   1.38453972       1.20036781    
   1.45181251       1.24854445    
   1.51889932       1.29560792    
   1.58580053       1.34156108    
   1.65251672       1.38640726    
   1.71904850       1.43014944    
   1.78539634       1.47279060    
   1.85156071       1.51433384    
   1.91754210       1.55478227    
   1.98334110       1.59413886    
   2.04895806       1.63240659    
   2.11439371       1.66958845    
   2.17964840       1.70568764    
   2.24472260       1.74070704    
   2.30961680       1.77464950    
   2.37433147       1.80751812    
   2.43886733       1.83931589    
   2.50322485       1.87004566    
   2.56740451       1.89971042    
   2.63140655       1.92831326    
   2.69523168       1.95585704    
   2.75888038       1.98234463    
   2.82235289       2.00777888    
   2.88564992       2.03216290    
   2.94877195       2.05549955    
   3.01171947       2.07779169    
   3.07449293       2.09904218    
   3.13709283       2.11925411    
   3.19951963       2.13843012    
   3.26177382       2.15657306    
   3.32385588       2.17368579    
   3.38576627       2.18977118    
   3.44750547       2.20483184    
   3.50907397       2.21887088    
   3.57047224       2.23189116    
   3.63170075       2.24389553    
   3.69275999       2.25488687    
   3.75365019       2.26486778    
   3.81437206       2.27384090    
   3.87492609       2.28180933    
   3.93531275       2.28877568    
   3.99553251       2.29474282    
   4.05558586       2.29971337    
   4.11547279       2.30369020    
   4.17519426       2.30667615    
   4.23475075       2.30867362    
   4.29414272       2.30968571    
   4.35337019       2.30971503    
   4.41243410       2.30876422    
   4.47133398       2.30683613    
   4.53007126       2.30393314    
   4.58864594       2.30005836    
   4.64705896       2.29521418    
   4.70531034       2.28940344    
   4.76340055       2.28262877    
   4.82133055       2.27489305    
   4.87910032       2.26619864    
   4.93671036       2.25654817    
   4.99416113       2.24594450    
   5.05145311       2.23439002    
   5.10858631       2.22188759    
   5.16556168       2.20843959    
   5.22237968       2.19404888    
   5.27904081       2.17871785    
   5.33554459       2.16244936    
   5.39189243       2.14524579    
   5.44808435       2.12711000    
   5.50412083       2.10804415    
   5.56000233       2.08805108    
   5.61572933       2.06713319    
   5.67130232       2.04529333    
   5.72672176       2.02253366    
   5.78198814       1.99885702    
   5.83710146       1.97426569    
   5.89206219       1.94876230    
   5.94687080       1.92234945    
   6.00152826       1.89502966    
   6.05603456       1.86680543    
   6.11039019       1.83767927    
   6.16459560       1.80765367    
   6.21865129       1.77673101    
   6.27255726       1.74491382    
   6.32631397       1.71220469    
   6.37992191       1.67860603    
   6.43338203       1.64412022    
   6.48669434       1.60874975    
   6.53985929       1.57249701    
   6.59287691       1.53536463    
   6.64574814       1.49735487    
   6.69847298       1.45847023    
   6.75105190       1.41871309    
   6.80348539       1.37808585    
   6.85577440       1.33659101    
   6.90791845       1.29423082    
   6.95991850       1.25100791    
   7.01177454       1.20692444    
   7.06348705       1.16198289    
